filename.d1.d2,A/C CLUTCH,A/C SWITCH,AF FB CMD,AF FB CMD B2,AF SENSOR,AF SENSOR B1,AF SENSOR B2,ALTERNATOR,BARO SENSOR,BATTERY,BRAKE SWITCH,CMP CTRL,CMP CTRL CMD,DRIVING STATUS,ECT SENSOR,ECT SENSOR 2,EGR COMMAND,EGR LIFT,ELD,ENGINE SPEED,EVAP CVS VALVE,EVAP PC DUTY,F INJECTOR,FSS,FSS-B1,FSS-B2,FTP SENSOR,FUEL CUT,FUEL LEVEL,HO2S B1 S2,HO2S B2 S2,HO2S S2,IAT SENSOR,IDLE TARGET TH,IDLING,IG1 LEVEL,IMA MOTOR TORQUE,IMRC VALVE CMD,KCREND,KNOCK CTRL,KNOCK CTRL EGR,KNOCK RETARD,LT FUEL TRIM,LT FUEL TRIM B1,LT FUEL TRIM B2,MAP SENSOR,MISFIRE,PNP SWITCH,PSP SWITCH,PULSER F/B LEARN,REL TP SENSOR,ROCKER ARM OIL CONTROL SOL1,ROCKER ARM OIL CONTROL SOL2,ROCKER ARM OIL PRESSURE SWITCH,SPARK ADVANCE,ST FUEL TRIM,ST FUEL TRIM B1,ST FUEL TRIM B2,TARGET TH VLV,TIME,TP SENSOR,VEHICLE SPEED,VTEC PRES SW,VTEC SOL
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.1.12,0,0,14.491035d0,14.545505d0,0.03d0,-0.06082281d0,-0.07063295d0,37.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1465.0d0,0,58.0d0,3.07d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,48.2d0,2.8d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,1.45d0,2.0d0,0,1,1,2.74d0,0,0,1,5.5d0,0.95d0,0.97278535d0,0.9796831d0,2.8d0,-9.2d0,0.71d0,32.0d0,1,1
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.1.13,0,0,14.491035d0,14.545505d0,-0.02d0,-0.06082281d0,-0.07063295d0,37.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,21.49d0,1413.0d0,0,43.0d0,2.84d0,2,2,2,2.4699999999999998d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,48.2d0,2.9d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,1.29d0,2.0d0,0,1,1,3.14d0,0,0,1,-7.0d0,0.94d0,0.97278535d0,0.9796831d0,2.9d0,-9.0d0,0.71d0,32.0d0,1,1
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.1.14,0,0,14.491035d0,14.545505d0,-0.08d0,-0.06082281d0,-0.07063295d0,34.0d0,2.84d0,14.4d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,18.73d0,1458.0d0,0,27.0d0,2.66d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,48.2d0,3.0d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,1.18d0,2.0d0,0,1,1,3.14d0,0,0,1,-8.0d0,0.96d0,0.97278535d0,0.9796831d0,3.0d0,-8.8d0,0.71d0,32.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.1.15,0,0,14.491035d0,14.545505d0,-0.03d0,-0.06082281d0,-0.07063295d0,34.0d0,2.84d0,14.4d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,18.73d0,1460.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,1.0d0,2.0d0,0,1,1,2.35d0,0,0,1,-11.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-8.6d0,0.67d0,32.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.0,0,0,14.491035d0,14.545505d0,-1.05d0,-0.06082281d0,-0.07063295d0,34.0d0,2.84d0,14.4d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,18.73d0,1445.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.84d0,2.0d0,0,1,1,2.35d0,0,0,1,-11.5d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-8.4d0,0.67d0,32.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.1,0,0,14.491035d0,14.545505d0,-1.83d0,-0.06082281d0,-0.07063295d0,34.0d0,2.84d0,14.4d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,18.73d0,1444.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.78d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.76d0,2.0d0,0,1,1,2.35d0,0,0,1,-12.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-8.2d0,0.69d0,32.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.2,0,0,14.491035d0,14.545505d0,-2.14d0,-0.06082281d0,-0.07063295d0,34.0d0,2.84d0,14.4d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,18.73d0,1431.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.14d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.74d0,2.0d0,0,1,1,2.35d0,0,0,1,-12.5d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-8.0d0,0.67d0,32.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.3,0,0,14.491035d0,14.545505d0,-2.19d0,-0.06082281d0,-0.07063295d0,36.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.7d0,1433.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.73d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-7.8d0,0.67d0,31.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.4,0,0,14.491035d0,14.545505d0,-2.3d0,-0.06082281d0,-0.07063295d0,36.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.7d0,1416.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.73d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-7.6d0,0.69d0,31.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.5,0,0,14.491035d0,14.545505d0,-2.3d0,-0.06082281d0,-0.07063295d0,36.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.7d0,1416.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.69d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-7.4d0,0.67d0,31.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.6,0,0,14.491035d0,14.545505d0,-2.29d0,-0.06082281d0,-0.07063295d0,36.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.7d0,1406.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-7.2d0,0.67d0,31.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.7,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,36.0d0,2.84d0,14.3d0,0,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.7d0,1406.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.3d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.69d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.3d0,-7.0d0,0.67d0,31.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.8,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,43.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1395.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.69d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-6.8d0,0.67d0,30.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.9,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,43.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1389.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-6.6d0,0.67d0,30.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.10,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,43.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1385.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-6.4d0,0.67d0,30.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.11,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,43.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1375.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-6.2d0,0.67d0,30.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.12,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,43.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1369.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-6.0d0,0.67d0,30.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.13,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,41.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1352.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-5.8d0,0.67d0,29.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.14,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,41.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1347.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-5.6d0,0.67d0,29.0d0,1,0
206752_CIVIC_2006_PGM-FI_1HGFA16886L032696_22012007_095228.CSV.2.15,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,41.0d0,2.84d0,14.3d0,1,4.21875d0,4.241071d0,4,185.0d0,50.25714d0,0.0d0,0.0d0,20.3d0,1332.0d0,0,0.0d0,0.0d0,3,2,2,2.49d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,48.2d0,2.2d0,1,1,-15.179118d0,0,1,0.94d0,0.83d0,0.0d0,0.97d0,0.95316535d0,0.95898604d0,0.71d0,2.0d0,0,1,1,2.35d0,0,0,1,-13.0d0,1.0d0,0.97278535d0,0.9796831d0,2.2d0,-5.4d0,0.67d0,29.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.0,0,0,14.491035d0,14.545505d0,-2.33d0,-0.06082281d0,-0.07063295d0,34.0d0,2.86d0,14.6d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,22.67d0,1386.0d0,0,0.0d0,0.0d0,3,2,2,2.51d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,1,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.67d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-14.8d0,0.69d0,43.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.1,0,0,14.491035d0,14.545505d0,-2.26d0,-0.06082281d0,-0.07063295d0,34.0d0,2.86d0,14.6d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,22.67d0,1388.0d0,0,0.0d0,0.0d0,3,2,2,2.51d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,1,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.67d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-14.6d0,0.69d0,43.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.2,0,0,14.491035d0,14.545505d0,-2.26d0,-0.06082281d0,-0.07063295d0,34.0d0,2.86d0,14.6d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,22.67d0,1385.0d0,0,0.0d0,0.0d0,3,2,2,2.51d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,1,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.65d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-14.4d0,0.69d0,43.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.3,0,0,14.491035d0,14.545505d0,-2.2800000000000002d0,-0.06082281d0,-0.07063295d0,34.0d0,2.86d0,14.6d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,22.67d0,1380.0d0,0,0.0d0,0.0d0,3,2,2,2.51d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,1,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.65d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-14.2d0,0.69d0,43.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.4,0,0,14.491035d0,14.545505d0,-2.2800000000000002d0,-0.06082281d0,-0.07063295d0,34.0d0,2.86d0,14.6d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,22.67d0,1381.0d0,0,0.0d0,0.0d0,3,2,2,2.51d0,1,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,1,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.67d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-14.0d0,0.69d0,43.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.5,0,0,14.491035d0,14.545505d0,-2.31d0,-0.06082281d0,-0.07063295d0,35.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,25.82d0,1377.0d0,0,0.0d0,0.0d0,1,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.67d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-13.8d0,0.67d0,42.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.6,0,0,14.491035d0,14.545505d0,-2.29d0,-0.06082281d0,-0.07063295d0,35.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,25.82d0,1376.0d0,0,0.0d0,0.0d0,1,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.67d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-13.6d0,0.69d0,42.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.7,0,0,14.491035d0,14.545505d0,-2.24d0,-0.06082281d0,-0.07063295d0,35.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,25.82d0,1374.0d0,0,0.0d0,0.0d0,1,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,1.9d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.65d0,1.0d0,0,1,1,1.96d0,0,0,1,-9.5d0,1.0d0,0.97278535d0,0.9796831d0,1.9d0,-13.4d0,0.69d0,42.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.8,0,0,14.491035d0,14.545505d0,-2.26d0,-0.06082281d0,-0.07063295d0,35.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,25.82d0,1318.0d0,0,0.0d0,1.9d0,1,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,3.1d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,0.74d0,1.0d0,0,1,1,4.71d0,0,0,1,5.0d0,1.0d0,0.97278535d0,0.9796831d0,4.4d0,-13.2d0,0.78d0,42.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.9,0,0,14.491035d0,14.545505d0,-1.9300000000000002d0,-0.06082281d0,-0.07063295d0,35.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,165.2d0,50.25714d0,0.0d0,0.0d0,25.82d0,1213.0d0,0,0.0d0,3.91d0,1,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,3.0d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,0.0d0,0.99d0,0.95316535d0,0.95898604d0,1.12d0,1.0d0,0,1,1,11.76d0,0,0,1,16.5d0,1.0d0,0.97278535d0,0.9796831d0,12.5d0,-13.0d0,1.04d0,42.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.10,0,0,14.491035d0,14.545505d0,-0.85d0,-0.06082281d0,-0.07063295d0,32.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,163.4d0,50.25714d0,58.0d0,0.0d0,25.82d0,1748.0d0,0,0.0d0,12.86d0,2,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.0d0,28.4d0,3.0d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,2.5d0,0.99d0,0.95316535d0,0.95898604d0,2.5300000000000002d0,1.0d0,0,1,1,20.78d0,0,0,1,16.5d0,1.04d0,0.97278535d0,0.9796831d0,19.4d0,-12.8d0,1.35d0,44.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.11,0,0,14.491035d0,14.545505d0,-0.02d0,-0.06082281d0,-0.07063295d0,32.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,163.4d0,50.25714d0,73.0d0,65.0d0,25.82d0,2282.0d0,0,0.0d0,11.28d0,2,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.08d0,28.4d0,3.0d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,1.5d0,0.99d0,0.95316535d0,0.95898604d0,2.59d0,1.0d0,0,1,1,22.35d0,0,0,1,20.0d0,1.07d0,0.97278535d0,0.9796831d0,20.3d0,-12.6d0,1.41d0,44.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.12,0,0,14.491035d0,14.545505d0,-0.15d0,-0.06082281d0,-0.07063295d0,32.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,163.4d0,50.25714d0,72.0d0,72.0d0,25.82d0,2256.0d0,0,8.0d0,12.38d0,2,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.06d0,28.4d0,3.0d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,1.5d0,0.99d0,0.95316535d0,0.95898604d0,2.59d0,1.0d0,0,1,1,22.35d0,0,0,1,25.0d0,1.18d0,0.97278535d0,0.9796831d0,20.3d0,-12.4d0,1.41d0,44.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.13,0,0,14.491035d0,14.545505d0,0.18d0,-0.06082281d0,-0.07063295d0,32.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,163.4d0,50.25714d0,74.0d0,73.0d0,25.82d0,2310.0d0,0,9.0d0,11.53d0,2,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.14d0,28.4d0,3.0d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,0.5d0,0.99d0,0.95316535d0,0.95898604d0,2.55d0,1.0d0,0,1,1,22.35d0,0,0,1,26.0d0,1.13d0,0.97278535d0,0.9796831d0,20.4d0,-12.2d0,1.41d0,44.0d0,1,0
206756_CIVIC_2006_PGM-FI_1HGFA16566L021329_22022007_100107.CSV.0.14,0,0,14.491035d0,14.545505d0,0.09d0,-0.06082281d0,-0.07063295d0,32.0d0,2.86d0,14.5d0,0,4.21875d0,4.241071d0,4,163.4d0,50.25714d0,72.0d0,73.0d0,25.82d0,2252.0d0,0,9.0d0,11.56d0,2,2,2,2.51d0,0,75.57143d0,0.5407597d0,0.5268359d0,0.35d0,28.4d0,3.0d0,0,1,-15.179118d0,0,1,0.58d0,0.5d0,1.5d0,0.99d0,0.95316535d0,0.95898604d0,2.57d0,1.0d0,0,1,1,22.35d0,0,0,1,25.5d0,1.11d0,0.97278535d0,0.9796831d0,20.4d0,-12.0d0,1.41d0,44.0d0,1,0
